"KpiId","KpiName","Value","DataType","Period","StartDate","EndDate","CollectionFrequency"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","744.00 Number","Number","2012/2013_Q2","2012-07-01","2012-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","271.00 Number","Number","2012/2013_Aug","2012-08-01","2012-08-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","223.00 Number","Number","2012/2013_Sep","2012-09-01","2012-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","266.00 Number","Number","2012/2013_Oct","2012-10-01","2012-10-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","719.00 Number","Number","2012/2013_Q3","2012-10-01","2012-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","215.00 Number","Number","2012/2013_Nov","2012-11-01","2012-11-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","238.00 Number","Number","2012/2013_Dec","2012-12-01","2012-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","652.00 Number","Number","2012/2013_Q4","2013-01-01","2013-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","241.00 Number","Number","2012/2013_Jan","2013-01-01","2013-01-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","205.00 Number","Number","2012/2013_Feb","2013-02-01","2013-02-28","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","206.00 Number","Number","2012/2013_Mar","2013-03-01","2013-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","674.00 Number","Number","2013/2014_Q1","2013-04-01","2013-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","2823.00 Number","Number","2013/2014","2013-04-01","2014-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","208.00 Number","Number","2013/2014_Apr","2013-04-01","2013-04-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","230.00 Number","Number","2013/2014_May","2013-05-01","2013-05-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","236.00 Number","Number","2013/2014_Jun","2013-06-01","2013-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","725.00 Number","Number","2013/2014_Q2","2013-07-01","2013-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","257.00 Number","Number","2013/2014_Jul","2013-07-01","2013-07-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","265.00 Number","Number","2013/2014_Aug","2013-08-01","2013-08-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","203.00 Number","Number","2013/2014_Sep","2013-09-01","2013-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","223.00 Number","Number","2013/2014_Oct","2013-10-01","2013-10-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","743.00 Number","Number","2013/2014_Q3","2013-10-01","2013-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","264.00 Number","Number","2013/2014_Nov","2013-11-01","2013-11-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","256.00 Number","Number","2013/2014_Dec","2013-12-01","2013-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","242.00 Number","Number","2013/2014_Jan","2014-01-01","2014-01-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","681.00 Number","Number","2013/2014_Q4","2014-01-01","2014-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","203.00 Number","Number","2013/2014_Feb","2014-02-01","2014-02-28","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","236.00 Number","Number","2013/2014_Mar","2014-03-01","2014-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","236.00 Number","Number","2014/2015_Apr","2014-04-01","2014-04-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","703.00 Number","Number","2014/2015_Q1","2014-04-01","2014-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","2745.00 Number","Number","2014/2015","2014-04-01","2015-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","245.00 Number","Number","2014/2015_May","2014-05-01","2014-05-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","222.00 Number","Number","2014/2015_Jun","2014-06-01","2014-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","694.00 Number","Number","2014/2015_Q2","2014-07-01","2014-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","242.00 Number","Number","2014/2015_Jul","2014-07-01","2014-07-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","225.00 Number","Number","2014/2015_Aug","2014-08-01","2014-08-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","227.00 Number","Number","2014/2015_Sep","2014-09-01","2014-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","702.00 Number","Number","2014/2015_Q3","2014-10-01","2014-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","221.00 Number","Number","2014/2015_Oct","2014-10-01","2014-10-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","263.00 Number","Number","2014/2015_Nov","2014-11-01","2014-11-30","Monthly"
