"KpiId","KpiName","Value","DataType","Period","StartDate","EndDate","CollectionFrequency"
"CSP15","Overall Violence (Violence Against Person Def.)","1089.00 Number","Number","2019/2020_Q1","2019-04-01","2019-06-30","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","4587.00 Number","Number","2019/2020","2019-04-01","2020-03-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","341.00 Number","Number","2019/2020_Apr","2019-04-01","2019-04-30","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","371.00 Number","Number","2019/2020_May","2019-05-01","2019-05-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","377.00 Number","Number","2019/2020_Jun","2019-06-01","2019-06-30","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","1150.00 Number","Number","2019/2020_Q2","2019-07-01","2019-09-30","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","382.00 Number","Number","2019/2020_Jul","2019-07-01","2019-07-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","390.00 Number","Number","2019/2020_Aug","2019-08-01","2019-08-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","378.00 Number","Number","2019/2020_Sep","2019-09-01","2019-09-30","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","1247.00 Number","Number","2019/2020_Q3","2019-10-01","2019-12-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","393.00 Number","Number","2019/2020_Oct","2019-10-01","2019-10-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","410.00 Number","Number","2019/2020_Nov","2019-11-01","2019-11-30","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","444.00 Number","Number","2019/2020_Dec","2019-12-01","2019-12-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","1101.00 Number","Number","2019/2020_Q4","2020-01-01","2020-03-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","388.00 Number","Number","2019/2020_Jan","2020-01-01","2020-01-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","359.00 Number","Number","2019/2020_Feb","2020-02-01","2020-02-29","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","354.00 Number","Number","2019/2020_Mar","2020-03-01","2020-03-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","975.00 Number","Number","2020/2021_Q1","2020-04-01","2020-06-30","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","247.00 Number","Number","2020/2021_Apr","2020-04-01","2020-04-30","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","333.00 Number","Number","2020/2021_May","2020-05-01","2020-05-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","395.00 Number","Number","2020/2021_Jun","2020-06-01","2020-06-30","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","1162.00 Number","Number","2020/2021_Q2","2020-07-01","2020-09-30","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","392.00 Number","Number","2020/2021_Jul","2020-07-01","2020-07-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","371.00 Number","Number","2020/2021_Aug","2020-08-01","2020-08-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","399.00 Number","Number","2020/2021_Sep","2020-09-01","2020-09-30","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","421.00 Number","Number","2020/2021_Oct","2020-10-01","2020-10-31","Monthly"
"CSP15","Overall Violence (Violence Against Person Def.)","340.00 Number","Number","2020/2021_Nov","2020-11-01","2020-11-30","Monthly"
